contract_id,blocked,day_or_month_contract,rt_log,n_urls_log,n_urls_1_log,has_urls,has_many_urls,has_both_competitors,has_urls_1,days_from_last_url_log,has_top_urls,has_bottom_urls,n_requests_log,n_requests_1_log,has_requests,has_requests_1,has_many_requests,days_from_last_request,n_types,has_repeated,has_repeated_last_week,has_repeated_last_month,has_top_types,has_bottom_types,lda_urls,lda_requests,has_urls__has_requests_1,has_urls__has_bottom_types,has_many_urls__has_both_competitors,has_many_urls__has_top_urls,has_many_urls__has_many_requests,has_many_urls__has_repeated_last_month,has_many_urls__day_or_month_contract,has_both_competitors__has_top_urls,has_both_competitors__has_bottom_urls,has_both_competitors__has_many_requests,has_both_competitors__has_repeated_last_month,has_both_competitors__has_bottom_types,has_both_competitors__day_or_month_contract,has_urls_1__has_top_urls,has_urls_1__has_requests_1,has_urls_1__has_many_requests,has_urls_1__has_repeated_last_month,has_top_urls__has_bottom_urls,has_top_urls__has_requests_1,has_top_urls__has_bottom_types,has_bottom_urls__has_many_requests,has_bottom_urls__day_or_month_contract,has_requests_1__has_many_requests,has_requests_1__has_top_types,has_requests_1__has_bottom_types,has_bottom_types__day_or_month_contract,visits_pca_1,visits_pca_2,visits_pca_3,visits_pca_4,requests_pca_1,requests_pca_2,requests_pca_3
7851,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5521370252765185,0.25194130562496175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907712043234928,-0.777934398378823,-0.8981503663606466,-0.5790857178438668,-0.16622205463444822,-1.0623081061153736,0.88334740188746
7854,1,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5603040812828204,0.2449103784071493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.190771204323082,-0.7779343983788728,-0.898150366361164,-0.579085717843961,-0.16622205463444514,-1.062308106115314,0.8833474018874462
7856,0,0,13.0,27.0,0.0,1,0,1,0,7.0,1,0,2.0,0.0,1,0,0,33.0,2,0,0,0,1,0,0.15353013380040806,0.11743494131855589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1731213326789443,-0.7800504900735873,-0.18378512982437917,-0.5836554633285728,-0.16314921998652449,-0.7016849427280262,-0.08706917883419045
7865,0,0,1.0,196.0,48.0,1,0,1,1,1.0,1,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.6938582527638966,0.25194130562496175,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.2130604659294524,-0.8028693160253251,-0.9292640448589964,-0.6174257322239383,-0.16622205463444448,-1.0623081061153015,0.8833474018874218
7868,0,1,9.0,10.0,2.0,1,0,1,1,5.0,1,0,1.0,0.0,1,0,0,45.0,1,0,0,0,1,0,0.16458703925427384,0.48179569280067686,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.1909633045026249,-0.7784963974961064,-0.8934965801963011,-0.5778692962937888,-0.11790829815968074,-0.17186417743167448,1.308662486862069
7873,0,0,0.0,1.0,0.0,1,0,0,0,29.0,0,0,4.0,1.0,1,1,0,4.0,4,0,0,0,1,0,0.22825291267241718,0.6239795056327907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1908502798771734,-0.7777982999466434,-0.8981553214756023,-0.5791988756616844,-0.147440716149477,-0.7322094281352912,0.5058757981867111
7875,0,0,1.0,1.0,1.0,1,0,0,1,4.0,1,0,1.0,0.0,1,0,0,27.0,1,0,0,0,1,0,0.22401146380753315,0.19000045129548734,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907634349639542,-0.7780945846866458,-0.8964280145846333,-0.5792456399323705,-0.1628950766909647,-0.7283020257739776,0.04969119216565059
7885,0,1,0.0,1.0,1.0,1,0,0,1,4.0,0,0,9.0,0.0,1,0,1,16.0,5,1,0,1,1,0,0.17511903931860232,0.38524528085613197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1.1908608115919497,-0.7780288567100603,-0.8983022472724698,-0.5793008178342233,-0.09535559764771485,0.25592827166374843,0.6805556431489709
7886,0,0,1.0,12.0,0.0,1,0,1,0,7.0,1,0,1.0,0.0,1,0,0,34.0,1,0,0,0,1,0,0.16555783863439455,0.44595442264995244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1740050196515233,-0.7795318408218868,-0.39707548687862027,-0.5863466540928546,-0.11790829815968042,-0.1718641774316554,1.3086624868620222
7887,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,4.0,0.0,1,0,0,15.0,2,1,0,1,1,0,0.5610409363776058,0.2645723352002359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907712043229155,-0.7779343983788629,-0.8981503663610567,-0.5790857178440133,-0.13856400218639237,0.24133834719420807,-1.9316629001671486
7894,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,3.0,0.0,1,0,0,19.0,1,1,0,1,1,0,0.5603040812828204,0.19000045129548734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907712043232055,-0.7779343983788419,-0.8981503663613053,-0.5790857178438631,-0.15624112080400435,-0.06028986509132121,-1.6176212272779025
7897,0,0,1.0,44.0,39.0,1,0,1,1,3.0,1,0,5.0,0.0,1,0,0,25.0,3,1,0,0,1,0,0.17786353563834392,0.5068293328753805,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.1238139124077484,-0.784603592825078,1.055653397775495,-0.6064650505214804,-0.050749981976774335,1.0678087151742988,1.3013928570975157
7898,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5603040812828204,0.2449103784071493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907712043230718,-0.7779343983776924,-0.8981503663610764,-0.5790857178440009,-0.16622205463444506,-1.062308106115322,0.8833474018874631
7899,0,1,0.0,0.0,0.0,0,0,0,0,35.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5598244293702691,0.2477372537901729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907712043230325,-0.7779343983788387,-0.8981503663610355,-0.5790857178439139,-0.1662220546344447,-1.062308106115311,0.8833474018874384
7905,0,0,1.0,1.0,0.0,1,0,0,0,21.0,1,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.22973930375735413,0.2477372537901729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907634349637874,-0.7780945846867597,-0.8964280145844321,-0.5792456399322198,-0.16622205463444506,-1.0623081061153279,0.8833474018874746
7914,0,0,5.0,10.0,2.0,1,0,1,1,3.0,0,0,12.0,0.0,1,0,1,5.0,3,1,0,1,1,0,0.47177005598879596,0.08867740405112176,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1.1912785153524885,-0.7784554412166217,-0.8994315241823873,-0.5805443120340313,-0.15473624541906839,0.46379926394080845,-3.425881079048376
7915,0,0,1.0,1.0,0.0,1,0,0,0,17.0,1,0,1.0,0.0,1,0,0,34.0,1,0,0,0,1,0,0.21658509195964754,0.19875965832233164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907634349638914,-0.7780945846866456,-0.8964280145846436,-0.5792456399323701,-0.16289507669096465,-0.7283020257739782,0.049691192165651266
7916,0,0,2.0,2.0,0.0,1,0,0,0,13.0,0,0,8.0,0.0,1,0,1,34.0,6,1,0,0,1,0,0.1810126315913663,0.5543434212211598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19076967825748,-0.7779357537903199,-0.8981533741482877,-0.5790883335400091,-0.15304145889544227,-0.0529535109623227,-1.6561776003281201
7917,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,2.0,0.0,1,0,0,31.0,1,1,0,0,1,0,0.5514254118653142,0.44245989786157436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.190771204323063,-0.7779343983788672,-0.8981503663615227,-0.5790857178439113,-0.06959454168491634,0.7185797512519869,1.7339775718366341
7918,0,0,8.0,11.0,1.0,1,0,1,1,2.0,1,0,2.0,0.0,1,0,0,5.0,1,1,1,1,1,0,0.1842685827545323,0.18057093095997448,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.191011564886926,-0.7780307102030121,-0.8927566149022858,-0.5790010236350794,-0.15956809874748443,-0.3942959454326504,-0.7839650175561234
7919,0,0,9.0,18.0,2.0,1,0,1,1,4.0,0,0,2.0,0.0,1,0,0,37.0,2,0,0,0,1,0,0.4805627630106548,0.17400907228155482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1916843641759554,-0.7788722754868619,-0.9004564504393746,-0.5817111873862687,-0.16577973023537432,-1.0376038702280577,0.8164190353207964
7920,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,2.0,0.0,1,0,0,15.0,2,0,0,0,1,0,0.5598244293702691,0.3343223991136679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907712043227874,-0.7779343983790321,-0.8981503663619436,-0.5790857178436933,-0.16503182447215817,-1.035674263173518,0.8218303083931621
7930,0,0,1.0,160.0,57.0,1,0,1,1,1.0,1,0,2.0,0.0,1,0,0,10.0,1,1,0,1,1,0,0.4818322302789118,0.19000045129548734,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.1512550024732136,-0.7862508244530287,-0.08240522281068177,-0.6047380355601307,-0.1595680987474845,-0.3942959454326409,-0.7839650175561481
7937,0,0,8.0,19.0,0.0,1,0,1,0,8.0,1,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.18744463276530562,0.24437918520790414,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1781832438460222,-0.7797735190262708,-0.47976135653574037,-0.5850501802090353,-0.16622205463444492,-1.06230810611532,0.8833474018874585
7940,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5514254118653142,0.24180961133651271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.190771204323025,-0.7779343983788565,-0.8981503663610757,-0.5790857178439442,-0.1662220546344449,-1.0623081061153201,0.8833474018874601
7942,0,1,0.0,0.0,0.0,0,0,0,0,35.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5610409363776058,0.2240156507130324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907712043231098,-0.7779343983788665,-0.8981503663611239,-0.5790857178439535,-0.1662220546344448,-1.0623081061153146,0.8833474018874461
7943,0,0,22.0,25.0,0.0,1,0,1,0,16.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.11667127541343622,0.2449103784071493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1912068171738275,-0.7777347755168342,-0.8965938544153277,-0.5762322609663149,-0.16622205463444498,-1.0623081061153161,0.883347401887447
7953,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5521370252765185,0.25194130562496175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907712043231236,-0.7779343983788625,-0.8981503663610306,-0.5790857178439978,-0.16622205463444478,-1.0623081061153143,0.8833474018874455
7957,0,0,79.0,114.0,85.0,1,0,1,1,1.0,0,0,6.0,0.0,1,0,1,40.0,5,1,0,0,1,0,0.09551673106939991,0.7804900770299651,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.1188441132541485,0.052712206524809686,-0.9485523914567969,26.39591793491304,-0.1597474546241465,-0.7282009015399006,0.012511106790346106
7962,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5663491006139193,0.24437918520790414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.190771204323083,-0.7779343983788714,-0.8981503663610649,-0.5790857178439394,-0.16622205463444487,-1.0623081061153152,0.8833474018874486
7965,0,0,1.0,1.0,0.0,1,0,0,0,10.0,1,0,3.0,0.0,1,0,0,27.0,2,1,0,0,1,0,0.22411484755533748,0.29131211596987155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907634349636946,-0.7780945846866425,-0.896428014588062,-0.5792456399324003,-0.14189098012987225,-0.09266773314712011,-1.0980066904453631
7968,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5598244293702691,0.2477372537901729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907712043227374,-0.7779343983786392,-0.8981503663610687,-0.5790857178434109,-0.16622205463444492,-1.0623081061153146,0.8833474018874456
7970,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5514254118653142,0.24180961133651271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907712043230414,-0.7779343983788649,-0.8981503663612456,-0.5790857178439635,-0.1662220546344448,-1.062308106115315,0.8833474018874462
7975,0,1,0.0,0.0,0.0,0,0,0,0,35.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.5663491006139193,0.24437918520790414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.190771204322902,-0.7779343983788825,-0.8981503663611555,-0.5790857178439747,-0.16622205463444487,-1.0623081061153143,0.8833474018874452
7981,0,0,21.0,55.0,0.0,1,0,1,0,13.0,1,0,9.0,0.0,1,0,1,5.0,4,1,0,0,1,0,0.06111953756112531,0.3852600967375689,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.047163636965507,5.873246403777128,0.37171315113222864,3.048862171072394,-0.08034798337352342,2.1385672676529675,-4.022269969766979
7986,0,0,6.0,8.0,1.0,1,0,1,1,4.0,1,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.18220159705082017,0.2477372537901729,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.190882739277962,-0.7786233193609733,-0.8878261659314713,-0.5802715660091589,-0.16622205463444484,-1.062308106115314,0.8833474018874412
7993,0,0,0.0,158.0,18.0,1,0,0,1,1.0,0,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.21632617912535096,0.2477372537901729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2032651418524594,-0.7564308460756419,-0.8989332744652311,-0.5969646529733545,-0.16622205463444487,-1.062308106115315,0.8833474018874462
8000,0,0,6.0,16.0,2.0,1,0,1,1,2.0,1,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.30455898793626857,0.24180961133651271,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.1914929348657886,-0.7780455986509249,-0.8920202844597142,-0.581206884438407,-0.16622205463444492,-1.0623081061153157,0.8833474018874496
8003,0,0,3.0,10.0,7.0,1,0,1,1,2.0,0,0,2.0,0.0,1,0,0,56.0,2,0,0,0,1,0,0.196512393062824,0.011625121236655902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1909496652601148,-0.7782118742521283,-0.8888040061633501,-0.5795765271102855,-0.16565395373642228,-1.038442812774291,0.8224211343367229
8009,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,6.0,0.0,1,0,1,7.0,2,1,0,1,1,0,0.5521370252765185,0.09976959466795576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1907712043231056,-0.7779343983788616,-0.8981503663609802,-0.5790857178439255,-0.152986218019688,0.280227415808163,-2.474570038234158
8023,0,0,0.0,9.0,3.0,1,0,0,1,5.0,1,0,0.0,0.0,0,0,0,59.0,0,0,0,0,0,0,0.15276401586337007,0.2449103784071493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.1825032399078206,-0.7788502728485411,-0.5173758754576419,-0.5830557773044113,-0.1662220546344449,-1.0623081061153146,0.8833474018874459
8032,0,0,0.0,0.0,0.0,0,0,0,0,35.0,0,0,7.0,1.0,1,1,1,0.0,2,1,0,1,1,0,0.5610409363776058,0.25419633753134385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.1907712043228864,-0.7779343983790041,-0.8981503663603299,-0.579085717843915,-0.052959651967515314,2.3886101529586465,-2.4343034767722864
