contract_id,day_or_month_contract,rt_log,n_urls_log,n_urls_1_log,has_urls,has_many_urls,has_both_competitors,has_urls_1,days_from_last_url_log,days_from_first_url,has_top_urls,has_bottom_urls,n_requests_log,n_requests_1_log,has_requests,has_requests_1,has_many_requests,days_from_last_request,days_from_first_request,n_types,has_repeated,has_repeated_last_week,has_repeated_last_month,has_top_types,has_bottom_types,meta,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,blocked
7818,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6584893936005146,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557133,0.005679403844309092,0.00031823330941181563,-0.000267864496508348,0.000751385765284322,0
7819,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,2.0794415416798357,1.6094379124341003,1,1,1,3,34.0,6,1.0,0.0,0.0,1.0,0.0,0.9589066424298369,-0.14495546282826793,-0.12194486757314062,-0.1696481769607958,-0.08193437996550627,-0.06668306504545121,-0.07521857262407822,-0.01377908907186112,-0.09506605876396285,-0.09698739585940769,-0.007758576654115879,-0.004892543919005093,-0.05372792078240079,0
7821,0.0,2.639057329615259,3.4011973816621555,1.9459101490553132,1,0,1,1,1.0986122886681096,33.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.009167457662473255,-0.23228882382462215,-0.4426688326116455,0.43229343277548904,0.0863867484893558,0.3481619378388603,-0.1073851947092531,-0.13738974128034567,0.06464887361995907,0.06162755231594402,-0.0268234070625889,0.051265218555119875,3.7223776182568453e-05,0
7827,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,0,18,18.0,1,0.0,0.0,0.0,0.0,0.0,0.4443180578825819,-0.12410712927184255,-0.1125028622970977,-0.10011607645706098,-0.10799784942743065,0.001593714387200614,0.017877155484267042,0.04693880882268503,-0.18654440684082105,-0.1572119117293433,-0.01827953417641946,0.011084538182319173,-0.05983117338173486,0
7828,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6418645939704581,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557135,0.005679403844309086,0.00031823330941174955,-0.00026786449650878903,0.0007513857652842294,0
7834,0.0,1.9459101490553132,2.639057329615259,0.0,1,0,1,0,3.295836866004329,33.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,5,30.0,1,1.0,0.0,0.0,1.0,0.0,0.006109164590376753,-0.17170756651954602,-0.09274233364565104,-0.0012507573396128104,-0.12398341155499208,0.3110966915401157,-0.07911321776683873,-0.02974922305766326,-0.046586445813554006,-0.06985923741410213,0.027549372614059427,0.04842627102131106,-0.02074722694407635,0
7837,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6536319437692389,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309086,0.00031823330941178185,-0.0002678644965086845,0.000751385765284222,0
7840,0.0,2.0794415416798357,2.772588722239781,1.0986122886681096,1,0,1,1,0.6931471805599453,32.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.019670989410434787,-0.22283410543215013,-0.40929922663283486,0.3626655558948064,0.03020304210684914,0.4995570733126064,-0.15741924450321537,-0.17925903708231072,0.08385932360197927,0.0401523914559597,0.005398859101426369,-0.15393340855402632,0.007336908204538047,0
7843,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6291818496515292,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309083,0.0003182333094117656,-0.00026786449650864505,0.0007513857652842716,0
7847,0.0,1.791759469228055,3.8066624897703196,1.0986122886681096,1,0,1,1,1.6094379124341003,35.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.003950867476027109,-0.19363857337653773,-0.29850503801368233,0.08951387553836541,-0.12823171290488689,0.2818426653483118,0.03636898758209982,0.2368991607119205,0.24273170074724545,0.004224273719787303,-0.006033778007412868,-0.04858940553075449,-0.03185727424690471,0
7851,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6198803135140132,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309087,0.00031823330941172786,-0.00026786449650864153,0.0007513857652842721,0
7854,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6256018902180251,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309086,0.00031823330941173957,-0.00026786449650864456,0.0007513857652842725,1
7856,0.0,2.639057329615259,3.332204510175204,0.0,1,0,1,0,2.0794415416798357,20.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,33,33.0,2,0.0,0.0,0.0,1.0,0.0,0.05496083586948239,-0.16014639529204475,-0.12123448022521391,-0.1058127037347612,-0.18181794590902725,0.08747942977229696,0.09087357913311363,0.27382018204991815,0.03631150869808546,-0.17109108562652398,0.02019250211785257,0.04618009991928938,0.40395255111670003,0
7865,0.0,0.6931471805599453,5.2832037287379885,3.8918202981106265,1,0,1,1,0.6931471805599453,35.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4262587766584153,-0.1277866588604608,-0.11883917130982845,-0.10461424839529558,-0.11879316699839411,0.009172631647829688,0.034195535220539454,0.08261585884587751,-0.2788850415341489,0.07225201928700764,-0.009061177742656697,0.014501928766306578,-0.0164313472147411,0
7868,1.0,2.302585092994046,2.3978952727983707,1.0986122886681096,1,0,1,1,1.791759469228055,27.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,45,45.0,1,0.0,0.0,0.0,1.0,0.0,0.01216233625006907,-0.16884774884102832,-0.23044343088349226,0.0851346187555871,0.056734867748563525,-0.012222228478603851,-0.0068813950118724815,0.02621009997647429,-0.08530935158370004,-0.06333567638357782,-0.030602963735435442,0.09728377237263718,-0.0052349424819745395,0
7873,0.0,0.0,0.6931471805599453,0.0,1,0,0,0,3.4011973816621555,29.0,0.0,0.0,1.6094379124341003,0.6931471805599453,1,1,0,4,28.0,4,0.0,0.0,0.0,1.0,0.0,0.56320946881693,-0.15885748715796819,-0.14918733451860086,-0.13728387300757708,-0.15632735908865547,0.0642462879898208,0.030602278475607616,-0.17753298622687286,-0.011683950056501559,-0.038793474339690576,-0.014781084121448688,0.001789837043869325,-0.026625756850728523,0
7875,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0,0,1,1.6094379124341003,4.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,27,27.0,1,0.0,0.0,0.0,1.0,0.0,0.010500513170514267,-0.2787328821973076,0.03568795749158562,0.38612713922265574,0.11780210717956932,-0.13602315002043583,0.03773337442249243,0.03474246050138553,-0.017438597413685305,-0.03125759758881906,0.25538923200370967,-0.27493562462795634,-0.030463531922579876,0
7885,1.0,0.0,0.6931471805599453,0.6931471805599453,1,0,0,1,1.6094379124341003,4.0,0.0,0.0,2.302585092994046,0.0,1,0,1,16,59.0,5,1.0,0.0,1.0,1.0,0.0,0.498478103918299,-0.18192859229912417,-0.15704568598123586,-0.2674045231884198,-0.23782884133135512,-0.2643669946755648,-0.141473327477146,-0.29552939469277884,0.14532878948881817,0.06038399515072175,-0.006576525808720446,-1.949029293469887e-05,0.013592706068382084,0
7886,0.0,0.6931471805599453,2.5649493574615367,0.0,1,0,1,0,2.0794415416798357,28.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,34,34.0,1,0.0,0.0,0.0,1.0,0.0,0.0008677967423335687,-0.1785632579399178,-0.2049539120244124,-0.13453704520461424,-0.11206117549377345,0.035851029144515684,0.1453390625395074,0.5026378001941447,0.3497541061531985,0.006934903301957991,0.00706369611307557,-0.054182721582306886,0.010520037368298724,0
7887,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.6094379124341003,0.0,1,0,0,15,15.0,2,1.0,0.0,1.0,1.0,0.0,0.4702170947951496,-0.33721688550622947,0.5467971581831397,0.04315287240191694,0.040361753430124464,0.038804784330449635,0.32938781140846346,-0.19522094947848523,0.06857150243109894,0.04246687192727989,0.09046105085626514,0.020976256550401796,0.016879709234335516,0
7894,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,0,19,49.0,1,1.0,0.0,1.0,1.0,0.0,0.42392247124749244,-0.367324595518521,0.7447990725187094,0.24513204052107018,-0.04633141984955146,-0.0008204378789523495,-0.04111919532203372,0.03558672887979813,0.0022042440703253447,0.0137276262752855,-0.2136714524302822,-0.028451830690148706,0.009876955898642011,0
7897,0.0,0.6931471805599453,3.8066624897703196,3.6888794541139363,1,0,1,1,1.3862943611198906,15.0,1.0,0.0,1.791759469228055,0.0,1,0,0,25,59.0,3,1.0,0.0,0.0,1.0,0.0,0.004327891021816901,-0.18324446014425194,-0.19866009491645722,-0.21312810772379437,-0.22325476296650223,0.030060668346579805,0.18828555505049435,0.5302656999042127,0.4730946683282474,0.05726290486038343,0.0007681149799421252,-0.02285632700243038,0.02432194673931202,0
7898,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6570690533471117,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309086,0.00031823330941173843,-0.00026786449650864424,0.0007513857652842725,0
7899,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6215241656264076,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309086,0.00031823330941173843,-0.00026786449650864424,0.0007513857652842725,0
7905,0.0,0.6931471805599453,0.6931471805599453,0.0,1,0,0,0,3.091042453358316,21.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.010453985808415119,-0.235723415254129,-0.46653455212315226,0.54483730920162,0.24446926790367463,-0.2439220679449249,0.08747217879844854,0.02450168034229388,-0.021510529698941763,-0.03713264226590999,0.0513252934460545,-0.3945521250470142,-0.005766855931306991,0
7914,0.0,1.791759469228055,2.3978952727983707,1.0986122886681096,1,0,1,1,1.3862943611198906,27.0,0.0,0.0,2.5649493574615367,0.0,1,0,1,5,59.0,3,1.0,0.0,1.0,1.0,0.0,0.0729309863522608,-0.15533807827967674,-0.02010310585117117,-0.06571116910968122,-0.10036243135026157,0.004986846603115734,0.02088681093145774,0.054701033390233134,-0.20104382357610925,-0.17115606352571403,0.08066321697382378,0.04928673696746112,-0.12066677455188242,0
7915,0.0,0.6931471805599453,0.6931471805599453,0.0,1,0,0,0,2.8903717578961645,17.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,34,34.0,1,0.0,0.0,0.0,1.0,0.0,0.004675363319066657,-0.2787328821973076,0.03568795749158562,0.38612713922265574,0.11780210717956932,-0.13602315002043583,0.03773337442249243,0.03474246050138553,-0.017438597413685305,-0.03125759758881906,0.25538923200370967,-0.27493562462795634,-0.030463531922579876,0
7916,0.0,1.0986122886681096,1.0986122886681096,0.0,1,0,0,0,2.639057329615259,13.0,0.0,0.0,2.1972245773362196,0.0,1,0,1,34,35.0,6,1.0,0.0,0.0,1.0,0.0,0.9103106431919132,-0.18045810096187673,0.0835191855284776,-0.021463226460764914,-0.09092460378134905,-0.001994847039712969,0.0012784781740617982,0.04043276850418313,-0.12733416045388865,-0.10370514639606228,0.005554275372429866,0.021862417198606657,-0.038046134585455096,0
7917,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.0986122886681096,0.0,1,0,0,31,31.0,1,1.0,0.0,0.0,1.0,0.0,0.7855447268941728,-0.21091329966588224,-0.1077548802857177,-0.530014738832418,0.6230112444906559,-0.01701828694889569,-0.3538520709980843,0.12808863329306483,0.007961194084547337,0.0003858726561897671,-0.15291870018946543,-0.033992629687716824,-0.028684074024201558,0
7918,0.0,2.1972245773362196,2.4849066497880004,0.6931471805599453,1,0,1,1,1.0986122886681096,31.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,5,5.0,1,1.0,1.0,1.0,1.0,0.0,0.005644923530968858,-0.2434454997502857,-0.149901873753253,0.29064310286493994,0.014909825794681286,0.23160972245131917,-0.06791148155339759,-0.06459502124213734,-0.035569549548958204,-0.0730449111956966,-0.007353886467988816,-0.004439356532243445,0.3463810579215748,0
7919,0.0,2.302585092994046,2.9444389791664403,1.0986122886681096,1,0,1,1,1.6094379124341003,33.0,0.0,0.0,1.0986122886681096,0.0,1,0,0,37,38.0,2,0.0,0.0,0.0,1.0,0.0,0.16679624406617252,-0.1277755960949829,-0.11456236488207992,-0.10013458448237868,-0.11756183008884971,-0.00954503469270799,0.007681583228962916,0.041791509889325215,-0.1829994096718248,-0.15453395922383076,-0.011724495162781911,0.029504475299559837,-0.09039858250255633,0
7920,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.0986122886681096,0.0,1,0,0,15,15.0,2,0.0,0.0,0.0,1.0,0.0,0.6771023929059744,-0.15109005100787026,-0.14248683059824158,-0.15788059773834776,-0.258999848806314,-0.18010045826534557,-0.12949259887134362,-0.13978328562337597,-0.002705864277506926,-0.03511953055245289,-0.009183404089393638,-0.01186310381818678,-0.04545139449763998,0
7930,0.0,0.6931471805599453,5.081404364984463,4.060443010546419,1,0,1,1,0.6931471805599453,31.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,10,16.0,1,1.0,0.0,1.0,1.0,0.0,0.7398720966206351,-0.15118467211461326,-0.1408076657738165,-0.12963075089239634,-0.18735969157447516,0.033148301765184254,0.09819969174316512,0.26713987319130394,-0.41556520080682374,0.6672583754259462,0.0289397669708363,-0.029100611257161714,0.02602127179788171,0
7937,0.0,2.1972245773362196,2.995732273553991,0.0,1,0,1,0,2.1972245773362196,32.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00026637098538007207,-0.22177027687096768,-0.3975079174531592,0.3123018354329043,0.025502399073009885,0.12918054155917616,0.04921857271794235,0.15417470695405291,0.20247221060554535,0.03849706055962939,-0.020984437994016912,0.051997471667777344,0.02583575423354348,0
7940,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6163459036737564,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309086,0.00031823330941173843,-0.00026786449650864424,0.0007513857652842725,0
7942,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6280748736937977,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309086,0.00031823330941173843,-0.00026786449650864424,0.0007513857652842725,0
7943,0.0,3.1354942159291497,3.258096538021482,0.0,1,0,1,0,2.833213344056216,25.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.24804942902611019,-0.13981936958633623,-0.1484342224209004,-0.06149827103577199,-0.1200055320717072,0.16050085202173897,-0.02616323559917823,0.008216350394989913,-0.17433531786986564,-0.17792636113539562,-0.011553195333280886,0.058409777120884875,0.4068104502365121,0
7953,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.612302796120335,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309086,0.00031823330941173843,-0.00026786449650864424,0.0007513857652842725,0
7957,0.0,4.382026634673881,4.74493212836325,4.454347296253507,1,0,1,1,0.6931471805599453,33.0,0.0,0.0,1.9459101490553132,0.0,1,0,1,40,42.0,5,1.0,0.0,0.0,1.0,0.0,0.023174594864933222,-0.1262615620264323,-0.10848429919314234,-0.0946752176670831,-0.10609887448853764,0.013043166345517481,0.02064477119993289,0.06083411485228514,-0.1844099379629012,-0.05804023190263185,-0.005920019005918938,0.007997064126813202,-0.016037735107693508,0
7962,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6212119062891082,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309086,0.00031823330941173843,-0.00026786449650864424,0.0007513857652842725,0
7965,0.0,0.6931471805599453,0.6931471805599453,0.0,1,0,0,0,2.3978952727983707,10.0,1.0,0.0,1.3862943611198906,0.0,1,0,0,27,58.0,2,1.0,0.0,0.0,1.0,0.0,0.482775484959771,-0.3100882112452314,0.2648861754882788,0.1560002632280298,0.10169220719152108,-0.030108778713710132,0.31498001084306865,-0.16825945432753073,0.05263069312365811,0.025476382551017106,-0.011720893290341185,-0.1089032280925932,0.013618536415832322,0
7968,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6584893936005146,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309086,0.00031823330941173843,-0.00026786449650864424,0.0007513857652842725,0
7970,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6291818496515292,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309086,0.00031823330941173843,-0.00026786449650864424,0.0007513857652842725,0
7975,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.6243553865117093,0.8228088358972271,0.054432283192741904,0.029992528810313973,0.0215028941719919,-0.000892912782420731,-0.0027245603238776088,-0.006560194678975406,0.011232731686557132,0.005679403844309086,0.00031823330941173843,-0.00026786449650864424,0.0007513857652842725,0
7981,0.0,3.091042453358316,4.02535169073515,0.0,1,0,1,0,2.639057329615259,14.0,1.0,0.0,2.302585092994046,0.0,1,0,1,5,59.0,4,1.0,0.0,0.0,1.0,0.0,0.015398663598014634,-0.17704856350564516,-0.023467620760026415,-0.08369378075195136,-0.10469255738461296,0.023284081416340984,0.08781786096934956,0.20620475771665842,0.06689621879188931,-0.11978073575066334,0.016380896091111853,0.013890039600627777,-0.026298117043180424,0
7986,0.0,1.9459101490553132,2.1972245773362196,0.6931471805599453,1,0,1,1,1.6094379124341003,33.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.011289109628438505,-0.25054389865483634,-0.5133291681215328,0.598591887883957,0.22425611624186445,0.025251071817527625,-0.005017182238465867,-0.07227691917178879,0.06957601826251095,0.05622129198626718,-0.05817464637754567,0.1995246969746479,-0.0053937565326650895,0
7993,0.0,0.0,5.0689042022202315,2.9444389791664403,1,0,0,1,0.6931471805599453,35.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.08084491834797912,-0.17279255846636313,-0.24376938807515985,0.0543681063705387,-0.15251870475364399,0.6911168333734097,-0.2174858635721953,-0.1864527294889648,0.01770482357239078,-0.002544673173137486,-0.017162016641185707,0.10600453468966765,-0.011076163908899404,0
8000,0.0,1.9459101490553132,2.833213344056216,1.0986122886681096,1,0,1,1,1.0986122886681096,33.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.03158171584303105,-0.18024530271234637,-0.2732897938126695,0.14365788061663456,-0.04793199007002979,0.32560799162127535,-0.09402376629011384,-0.08475484537947686,-0.04660442148242762,-0.059712531698577674,0.0033809125899504637,-0.08167427325927389,-0.045506802317310045,0
8003,0.0,1.3862943611198906,2.3978952727983707,2.0794415416798357,1,0,1,1,1.0986122886681096,8.0,0.0,0.0,1.0986122886681096,0.0,1,0,0,56,56.0,2,0.0,0.0,0.0,1.0,0.0,0.30656839867783714,-0.13048698791449256,-0.11992436572365515,-0.10803653238771647,-0.13326214411627701,-0.01221592446668325,0.007007636927060241,0.04941113840665503,-0.20382141592069278,0.016559167147074522,5.0638279933730966e-05,-0.004747534799468058,-0.02098903090391445,0
