contract_id,day_or_month_contract,rt_log,n_urls_log,n_urls_1_log,has_urls,has_many_urls,has_both_competitors,has_urls_1,days_from_last_url_log,days_from_first_url,has_top_urls,has_bottom_urls,n_requests_log,n_requests_1_log,has_requests,has_requests_1,has_many_requests,days_from_last_request,days_from_first_request,n_types,has_repeated,has_repeated_last_week,has_repeated_last_month,has_top_types,has_bottom_types,meta,has_urls__has_requests_1,has_urls__has_bottom_types,has_many_urls__has_both_competitors,has_many_urls__has_top_urls,has_many_urls__has_many_requests,has_many_urls__day_or_month_contract,has_both_competitors__has_top_urls,has_urls_1__has_top_urls,has_urls_1__has_requests_1,has_urls_1__has_many_requests,has_urls_1__has_repeated_last_week,has_urls_1__has_repeated_last_month,has_top_urls__has_requests_1,has_top_urls__has_repeated_last_week,has_top_urls__has_bottom_types,has_bottom_urls__day_or_month_contract,has_requests_1__has_repeated,has_requests_1__has_bottom_types,has_many_requests__has_repeated_last_week,has_repeated_last_week__has_bottom_types,has_bottom_types__day_or_month_contract,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,blocked
7818,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.49645451171105975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822808835897226,0.0544322831930647,0.02999252881092655,0.021502894185938055,-0.0008929127683472093,-0.002724560330538699,-0.006560194686873126,0.011232728165963258,0.005679325229997767,0.0003170206232521911,-0.00026856991038625566,0.0007557452198252314,0
7819,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,2.0794415416798357,1.6094379124341003,1,1,1,3,34.0,6,1.0,0.0,0.0,1.0,0.0,0.7599048355761017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.14495546282828908,-0.1219448674951075,-0.16964817714155714,-0.08193438116418421,-0.06668314899084163,-0.0752185240675576,-0.013779167197371137,-0.09507803101378834,-0.0970311032480468,-0.009673631024841919,-0.003727290791985399,-0.04970797078341257,0
7821,0.0,2.639057329615259,3.4011973816621555,1.9459101490553132,1,0,1,1,1.0986122886681096,33.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.076694420954039,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23228882382465033,-0.4426688327002796,0.4322934330717484,0.08638674808661033,0.34816200703468414,-0.10738521779283687,-0.13738971166596695,0.06465932581663053,0.061678662269885505,-0.025112381749330268,0.04915020766696224,-0.00246755310397628,0
7827,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,0,18,18.0,1,0.0,0.0,0.0,0.0,0.0,0.775443109438219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12410712927179168,-0.11250286207398237,-0.10011607714313804,-0.10799784817122068,0.001593845559151808,0.017877094368806464,0.04693871077641622,-0.18653954409899967,-0.15732069858445494,-0.015964607541102606,0.012373960516772496,-0.059117957979630216,0
7828,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4936499327192966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822808835897226,0.054432283193064694,0.02999252881092657,0.02150289418593797,-0.0008929127683419524,-0.002724560330541798,-0.0065601946868705996,0.011232728165964538,0.005679325229999127,0.0003170206232529894,-0.0002685699103864916,0.0007557452198265216,0
7834,0.0,1.9459101490553132,2.639057329615259,0.0,1,0,1,0,3.295836866004329,33.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,5,30.0,1,1.0,0.0,0.0,1.0,0.0,0.20208437359865292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17170756651948957,-0.09274233355508583,-0.0012507572734881084,-0.12398340870014798,0.3110966592292039,-0.07911316880548007,-0.029749222602304018,-0.04659259177232032,-0.0699004853033423,0.026177674694403543,0.04907529269140788,-0.01944472460489684,0
7837,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4935929540610833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822808835897226,0.054432283193064694,0.02999252881092657,0.021502894185937968,-0.0008929127683415988,-0.0027245603305416995,-0.0065601946868705545,0.011232728165964528,0.005679325229999219,0.00031702062325498516,-0.00026856991038724646,0.0007557452198247865,0
7840,0.0,2.0794415416798357,2.772588722239781,1.0986122886681096,1,0,1,1,0.6931471805599453,32.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.08951510236302045,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22283410543223536,-0.40929922692051396,0.36266555620478336,0.030203038139447448,0.4995572339710656,-0.15741931313944585,-0.17925896797268057,0.08388337881223937,0.040267430959149024,0.010005735798748947,-0.15840456358777455,0.001154435956305535,0
7843,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.48940010409276674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822808835897226,0.05443228319306469,0.02999252881092657,0.02150289418593797,-0.0008929127683415954,-0.0027245603305416995,-0.0065601946868705545,0.011232728165964531,0.005679325229999202,0.00031702062325338857,-0.00026856991038837886,0.0007557452198246085,0
7847,0.0,1.791759469228055,3.8066624897703196,1.0986122886681096,1,0,1,1,1.6094379124341003,35.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07679442045917878,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1936385733764093,-0.29850503773675346,0.08951387592224286,-0.12823169991209787,0.28184267184542433,0.036369086893026495,0.23689920224972758,0.24272912212206244,0.004097205139482643,-0.0072408905893749835,-0.048489368551156334,-0.030530346535398344,0
7851,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.47865529449741934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822808835897226,0.054432283193064694,0.02999252881092657,0.021502894185937968,-0.0008929127683415954,-0.0027245603305416995,-0.006560194686870553,0.011232728165964531,0.005679325229999202,0.00031702062325418686,-0.00026856991038705776,0.0007557452198258098,0
7854,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4893566984811041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822808835897226,0.054432283193064694,0.029992528810926573,0.021502894185937968,-0.0008929127683415954,-0.0027245603305416995,-0.006560194686870553,0.011232728165964531,0.005679325229999202,0.00031702062325398726,-0.00026856991038724646,0.0007557452198276785,1
7856,0.0,2.639057329615259,3.332204510175204,0.0,1,0,1,0,2.0794415416798357,20.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,33,33.0,2,0.0,0.0,0.0,1.0,0.0,0.23591955369231493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16014639529205704,-0.12123448035282315,-0.10581270362785199,-0.18181794738158658,0.08747951316508461,0.09087356032978454,0.2738202378172256,0.036320385862609036,-0.17104780575695872,0.021643277340769592,0.044466924052041536,0.4004773383467174,0
7865,0.0,0.6931471805599453,5.2832037287379885,3.8918202981106265,1,0,1,1,0.6931471805599453,35.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5373475486658407,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1277866588602479,-0.11883917134748553,-0.10461424634535348,-0.11879316505800981,0.009173080942418772,0.03419555869827916,0.08261626260016738,-0.2788343648451969,0.07224486783839666,-0.00323314291419545,0.010406922650158077,-0.024216823046775415,0
7868,1.0,2.302585092994046,2.3978952727983707,1.0986122886681096,1,0,1,1,1.791759469228055,27.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,45,45.0,1,0.0,0.0,0.0,1.0,0.0,0.3246761780783743,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16884774884101433,-0.23044343091060318,0.08513461867284787,0.05673486706254728,-0.01222222636352331,-0.00688139392202844,0.026210109820617524,-0.08530915091394195,-0.06333302977096093,-0.030599075030921675,0.09721040673885113,-0.006039391154397732,0
7873,0.0,0.0,0.6931471805599453,0.0,1,0,0,0,3.4011973816621555,29.0,0.0,0.0,1.6094379124341003,0.6931471805599453,1,1,0,4,28.0,4,0.0,0.0,0.0,1.0,0.0,0.44091359858866824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15885748715789597,-0.14918733436979484,-0.13728387299622477,-0.15632735343280693,0.06424627362327406,0.030602275558307968,-0.17753295321285192,-0.01168969739911924,-0.03884297383356747,-0.015583550085706865,0.0022690232044956737,-0.026233723368464298,0
7875,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0,0,1,1.6094379124341003,4.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,27,27.0,1,0.0,0.0,0.0,1.0,0.0,0.11419659709066951,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.278732882197486,0.035687957250830814,0.38612713853134895,0.11780207651779662,-0.13602346937128887,0.037733396084569965,0.03474217406336461,-0.01745424105681392,-0.031208089127533176,0.251928196027116,-0.26547228066310563,-0.02308304649506169,0
7885,1.0,0.0,0.6931471805599453,0.6931471805599453,1,0,0,1,1.6094379124341003,4.0,0.0,0.0,2.302585092994046,0.0,1,0,1,16,59.0,5,1.0,0.0,1.0,1.0,0.0,0.5652938897934897,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.18192859229914246,-0.1570456860925741,-0.2674045234899704,-0.23782884389007491,-0.2643669902033755,-0.1414733558802522,-0.2955293698506641,0.14532957370998784,0.06043427961338051,-0.0061464701365740665,0.00031360124578009386,0.012384473860828383,0
7886,0.0,0.6931471805599453,2.5649493574615367,0.0,1,0,1,0,2.0794415416798357,28.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,34,34.0,1,0.0,0.0,0.0,1.0,0.0,0.11132975475043572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17856325793998534,-0.2049539121270744,-0.1345370453535611,-0.11206118200641389,0.0358510177496253,0.1453389958052499,0.5026377640408936,0.3497558759007574,0.007017422751640472,0.007881741204843348,-0.05391307161273861,0.01057284416680037,0
7887,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.6094379124341003,0.0,1,0,0,15,15.0,2,1.0,0.0,1.0,1.0,0.0,0.44349596862678453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33721688550607365,0.5467971584548972,0.04315287324010154,0.04036175895884878,0.03880485930551862,0.329387898364533,-0.19522086109669615,0.06857694988757955,0.042392623878620105,0.09055222245625451,0.020724076767399867,0.017790301389487576,0
7894,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,0,19,49.0,1,1.0,0.0,1.0,1.0,0.0,0.36681230882733384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3673245955185217,0.7447990725111513,0.24513204050625814,-0.046331419536970474,-0.0008204327658021563,-0.04111919847721936,0.03558673148106772,0.002204264937922063,0.013729706852176716,-0.21347678508209744,-0.028965405724611856,0.009426945959880624,0
7897,0.0,0.6931471805599453,3.8066624897703196,3.6888794541139363,1,0,1,1,1.3862943611198906,15.0,1.0,0.0,1.791759469228055,0.0,1,0,0,25,59.0,3,1.0,0.0,0.0,1.0,0.0,0.11070446938021021,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18324446014433474,-0.19866009511250193,-0.21312810793786377,-0.22325477109091293,0.030060681363170565,0.18828548744873175,0.5302656799068662,0.4730996707729544,0.057350543255372366,0.0020768196419389913,-0.023151651856800542,0.02279577591800807,0
7898,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.49255755203409257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822808835897226,0.054432283193064694,0.02999252881092657,0.021502894185937968,-0.000892912768341595,-0.0027245603305416995,-0.0065601946868705545,0.011232728165964531,0.005679325229999202,0.00031702062325417667,-0.0002685699103874866,0.0007557452198253718,0
7899,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.48905418530220085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822808835897226,0.054432283193064694,0.02999252881092657,0.021502894185937968,-0.000892912768341595,-0.0027245603305416995,-0.0065601946868705545,0.011232728165964531,0.005679325229999201,0.0003170206232541766,-0.0002685699103874866,0.0007557452198253752,0
7905,0.0,0.6931471805599453,0.6931471805599453,0.0,1,0,0,0,3.091042453358316,21.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.08562553682867996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2357234152540306,-0.46653455193775706,0.5448373093921712,0.24446928185845448,-0.24392198849716717,0.08747219961347476,0.024501777402482258,-0.021510123000798617,-0.037200723420599886,0.05188691627969705,-0.39607963070172825,-0.004771233240316321,0
7914,0.0,1.791759469228055,2.3978952727983707,1.0986122886681096,1,0,1,1,1.3862943611198906,27.0,0.0,0.0,2.5649493574615367,0.0,1,0,1,5,59.0,3,1.0,0.0,1.0,1.0,0.0,0.25366712803128916,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.15533807828000007,-0.020103106307462187,-0.06571117013757075,-0.10036244252592913,0.0049867909760541096,0.020886752990234604,0.0547009430200367,-0.2010242976952607,-0.1712702189313586,0.0826212007313265,0.0486366690184932,-0.12693737396485869,0
7915,0.0,0.6931471805599453,0.6931471805599453,0.0,1,0,0,0,2.8903717578961645,17.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,34,34.0,1,0.0,0.0,0.0,1.0,0.0,0.11187186421337939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.278732882197486,0.035687957250830814,0.38612713853134895,0.11780207651779662,-0.13602346937128887,0.03773339608456997,0.034742174063364606,-0.017454241056813917,-0.031208089127533173,0.2519281960271161,-0.2654722806631057,-0.023083046495061342,0
7916,0.0,1.0986122886681096,1.0986122886681096,0.0,1,0,0,0,2.639057329615259,13.0,0.0,0.0,2.1972245773362196,0.0,1,0,1,34,35.0,6,1.0,0.0,0.0,1.0,0.0,0.5324837713253975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18045810096185808,0.0835191855840379,-0.02146322649767027,-0.09092460049003874,-0.001994795707129891,0.0012784567556773565,0.04043282578636932,-0.12733341471326612,-0.10370501475890313,0.0062113925415562985,0.0208615430127068,-0.03895688440885741,0
7917,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.0986122886681096,0.0,1,0,0,31,31.0,1,1.0,0.0,0.0,1.0,0.0,0.6231232816202952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21091329966584293,-0.10775488021338861,-0.5300147386092199,0.6230112490264477,-0.017018247567571476,-0.35385204912193957,0.12808867467638335,0.007963240609252733,0.00035824973557785247,-0.1524966757456082,-0.03590790224741925,-0.02994912690461174,0
7918,0.0,2.1972245773362196,2.4849066497880004,0.6931471805599453,1,0,1,1,1.0986122886681096,31.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,5,5.0,1,1.0,1.0,1.0,1.0,0.0,0.11145739820009175,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,-0.2434454997502939,-0.14990187377175107,0.2906431027542817,0.014909825234357493,0.23160974110612564,-0.0679114989136107,-0.0645950196078996,-0.03556819028383344,-0.07304802524254825,-0.007037121264730728,-0.004540498575489005,0.3451782341048838,0
7919,0.0,2.302585092994046,2.9444389791664403,1.0986122886681096,1,0,1,1,1.6094379124341003,33.0,0.0,0.0,1.0986122886681096,0.0,1,0,0,37,38.0,2,0.0,0.0,0.0,1.0,0.0,0.394342269223666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12777559609535824,-0.11456236520925604,-0.10013458596993972,-0.11756183923356663,-0.009545209019461239,0.007681529093362913,0.04179131941916202,-0.18298584844144045,-0.15480084941398994,-0.01190995008037291,0.032648492653489604,-0.09236692968196301,0
7920,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.0986122886681096,0.0,1,0,0,15,15.0,2,0.0,0.0,0.0,1.0,0.0,0.5991675529870831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.15109005100802475,-0.1424868304390668,-0.15788059808270846,-0.2589998428987149,-0.18010054778718748,-0.12949260056162679,-0.1397834473754764,-0.002717664200815597,-0.03522512189227542,-0.011403497171124224,-0.010781731120675424,-0.0387337929625456,0
7930,0.0,0.6931471805599453,5.081404364984463,4.060443010546419,1,0,1,1,0.6931471805599453,31.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,10,16.0,1,1.0,0.0,1.0,1.0,0.0,0.53817520034235,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.15118467211462122,-0.14080766575232517,-0.12963075098973514,-0.18735969052269638,0.03314828468908657,0.09819968826704106,0.2671398525704408,-0.41556697417338395,0.6672511611767551,0.028668118168833197,-0.028808936164573314,0.02650095004542687,0
7937,0.0,2.1972245773362196,2.995732273553991,0.0,1,0,1,0,2.1972245773362196,32.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.04763778293148702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2217702768710195,-0.39750791762087595,0.3123018353851611,0.025502396906311623,0.12918062295931967,0.04921851884199647,0.15417473955946243,0.20248284923243234,0.03855339452007221,-0.018785088241909585,0.04958720737073856,0.022055313544310312,0
7940,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.48296867065415283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822808835897226,0.054432283193064694,0.02999252881092657,0.021502894185937968,-0.000892912768341595,-0.0027245603305416995,-0.0065601946868705545,0.011232728165964531,0.005679325229999201,0.0003170206232541766,-0.0002685699103874866,0.0007557452198253762,0
7942,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4843316351920002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822808835897226,0.054432283193064694,0.02999252881092657,0.021502894185937968,-0.000892912768341595,-0.0027245603305416995,-0.0065601946868705545,0.011232728165964531,0.005679325229999201,0.0003170206232541766,-0.0002685699103874866,0.0007557452198253762,0
7943,0.0,3.1354942159291497,3.258096538021482,0.0,1,0,1,0,2.833213344056216,25.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.39553652309152754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13981936958630514,-0.14843422231075673,-0.061498270946193784,-0.12000552836736961,0.16050083668808404,-0.026163217131953048,0.00821634644868254,-0.17433917738299134,-0.17795906254444047,-0.012650770367501006,0.059354118136701356,0.4079177228090919,0
7953,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4855014123244594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822808835897226,0.054432283193064694,0.02999252881092657,0.021502894185937968,-0.000892912768341595,-0.0027245603305416995,-0.0065601946868705545,0.011232728165964531,0.005679325229999201,0.0003170206232541766,-0.0002685699103874866,0.0007557452198253762,0
