contract_id,blocked,day_or_month_contract,rt_log,n_urls_log,n_urls_1_log,has_urls,has_many_urls,has_both_competitors,has_urls_1,days_from_last_url_log,days_from_first_url,has_top_urls,has_bottom_urls,n_requests_log,n_requests_1_log,has_requests,has_requests_1,has_many_requests,days_from_last_request,days_from_first_request,n_types,has_repeated,has_repeated_last_week,has_repeated_last_month,has_top_types,has_bottom_types,meta,has_urls__has_requests_1,has_urls__has_bottom_types,has_many_urls__has_both_competitors,has_many_urls__has_top_urls,has_many_urls__has_many_requests,has_many_urls__day_or_month_contract,has_both_competitors__has_top_urls,has_urls_1__has_top_urls,has_urls_1__has_requests_1,has_urls_1__has_many_requests,has_urls_1__has_repeated_last_week,has_urls_1__has_repeated_last_month,has_top_urls__has_requests_1,has_top_urls__has_repeated_last_week,has_top_urls__has_bottom_types,has_bottom_urls__day_or_month_contract,has_requests_1__has_repeated,has_requests_1__has_bottom_types,has_many_requests__has_repeated_last_week,has_repeated_last_week__has_bottom_types,has_bottom_types__day_or_month_contract
7840,0,0.0,2.0794415416798357,2.772588722239781,1.0986122886681096,1,0,1,1,0.6931471805599453,32.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.08951510236302045,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7843,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.48940010409276674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7847,0,0.0,1.791759469228055,3.8066624897703196,1.0986122886681096,1,0,1,1,1.6094379124341003,35.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07679442045917878,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7851,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.47865529449741934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7854,1,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4893566984811041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7856,0,0.0,2.639057329615259,3.332204510175204,0.0,1,0,1,0,2.0794415416798357,20.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,33,33.0,2,0.0,0.0,0.0,1.0,0.0,0.23591955369231493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7865,0,0.0,0.6931471805599453,5.2832037287379885,3.8918202981106265,1,0,1,1,0.6931471805599453,35.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.5373475486658407,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7868,0,1.0,2.302585092994046,2.3978952727983707,1.0986122886681096,1,0,1,1,1.791759469228055,27.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,45,45.0,1,0.0,0.0,0.0,1.0,0.0,0.3246761780783743,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7873,0,0.0,0.0,0.6931471805599453,0.0,1,0,0,0,3.4011973816621555,29.0,0.0,0.0,1.6094379124341003,0.6931471805599453,1,1,0,4,28.0,4,0.0,0.0,0.0,1.0,0.0,0.44091359858866824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7875,0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,0,0,1,1.6094379124341003,4.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,27,27.0,1,0.0,0.0,0.0,1.0,0.0,0.11419659709066951,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7885,0,1.0,0.0,0.6931471805599453,0.6931471805599453,1,0,0,1,1.6094379124341003,4.0,0.0,0.0,2.302585092994046,0.0,1,0,1,16,59.0,5,1.0,0.0,1.0,1.0,0.0,0.5652938897934897,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7886,0,0.0,0.6931471805599453,2.5649493574615367,0.0,1,0,1,0,2.0794415416798357,28.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,34,34.0,1,0.0,0.0,0.0,1.0,0.0,0.11132975475043572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7887,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.6094379124341003,0.0,1,0,0,15,15.0,2,1.0,0.0,1.0,1.0,0.0,0.44349596862678453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7894,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,0,19,49.0,1,1.0,0.0,1.0,1.0,0.0,0.36681230882733384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7897,0,0.0,0.6931471805599453,3.8066624897703196,3.6888794541139363,1,0,1,1,1.3862943611198906,15.0,1.0,0.0,1.791759469228055,0.0,1,0,0,25,59.0,3,1.0,0.0,0.0,1.0,0.0,0.11070446938021021,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7898,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.49255755203409257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7899,0,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.48905418530220085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7905,0,0.0,0.6931471805599453,0.6931471805599453,0.0,1,0,0,0,3.091042453358316,21.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.08562553682867996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7914,0,0.0,1.791759469228055,2.3978952727983707,1.0986122886681096,1,0,1,1,1.3862943611198906,27.0,0.0,0.0,2.5649493574615367,0.0,1,0,1,5,59.0,3,1.0,0.0,1.0,1.0,0.0,0.25366712803128916,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7915,0,0.0,0.6931471805599453,0.6931471805599453,0.0,1,0,0,0,2.8903717578961645,17.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,34,34.0,1,0.0,0.0,0.0,1.0,0.0,0.11187186421337939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7916,0,0.0,1.0986122886681096,1.0986122886681096,0.0,1,0,0,0,2.639057329615259,13.0,0.0,0.0,2.1972245773362196,0.0,1,0,1,34,35.0,6,1.0,0.0,0.0,1.0,0.0,0.5324837713253975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7917,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.0986122886681096,0.0,1,0,0,31,31.0,1,1.0,0.0,0.0,1.0,0.0,0.6231232816202952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7918,0,0.0,2.1972245773362196,2.4849066497880004,0.6931471805599453,1,0,1,1,1.0986122886681096,31.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,5,5.0,1,1.0,1.0,1.0,1.0,0.0,0.11145739820009175,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
7919,0,0.0,2.302585092994046,2.9444389791664403,1.0986122886681096,1,0,1,1,1.6094379124341003,33.0,0.0,0.0,1.0986122886681096,0.0,1,0,0,37,38.0,2,0.0,0.0,0.0,1.0,0.0,0.394342269223666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7920,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.0986122886681096,0.0,1,0,0,15,15.0,2,0.0,0.0,0.0,1.0,0.0,0.5991675529870831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7930,0,0.0,0.6931471805599453,5.081404364984463,4.060443010546419,1,0,1,1,0.6931471805599453,31.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,10,16.0,1,1.0,0.0,1.0,1.0,0.0,0.53817520034235,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7937,0,0.0,2.1972245773362196,2.995732273553991,0.0,1,0,1,0,2.1972245773362196,32.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.04763778293148702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7940,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.48296867065415283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7942,0,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4843316351920002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7943,0,0.0,3.1354942159291497,3.258096538021482,0.0,1,0,1,0,2.833213344056216,25.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.39553652309152754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7953,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4855014123244594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7957,0,0.0,4.382026634673881,4.74493212836325,4.454347296253507,1,0,1,1,0.6931471805599453,33.0,0.0,0.0,1.9459101490553132,0.0,1,0,1,40,42.0,5,1.0,0.0,0.0,1.0,0.0,0.3752375184274373,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7962,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.49133006821943714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7965,0,0.0,0.6931471805599453,0.6931471805599453,0.0,1,0,0,0,2.3978952727983707,10.0,1.0,0.0,1.3862943611198906,0.0,1,0,0,27,58.0,2,1.0,0.0,0.0,1.0,0.0,0.3758813881701273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7968,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.49645451171105975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7970,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.48940010409276674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7975,0,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.49044560083747196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7981,0,0.0,3.091042453358316,4.02535169073515,0.0,1,0,1,0,2.639057329615259,14.0,1.0,0.0,2.302585092994046,0.0,1,0,1,5,59.0,4,1.0,0.0,0.0,1.0,0.0,0.2205229807016035,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7986,0,0.0,1.9459101490553132,2.1972245773362196,0.6931471805599453,1,0,1,1,1.6094379124341003,33.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.07152941693576448,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7993,0,0.0,0.0,5.0689042022202315,2.9444389791664403,1,0,0,1,0.6931471805599453,35.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1802574300540667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,0,0.0,1.9459101490553132,2.833213344056216,1.0986122886681096,1,0,1,1,1.0986122886681096,33.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.21115971637365713,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8003,0,0.0,1.3862943611198906,2.3978952727983707,2.0794415416798357,1,0,1,1,1.0986122886681096,8.0,0.0,0.0,1.0986122886681096,0.0,1,0,0,56,56.0,2,0.0,0.0,0.0,1.0,0.0,0.4046312116315692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8009,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.9459101490553132,0.0,1,0,1,7,55.0,2,1.0,0.0,1.0,1.0,0.0,0.3275905312982036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8023,0,0.0,0.0,2.302585092994046,1.3862943611198906,1,0,0,1,1.791759469228055,22.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.2788268851099416,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8032,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,2.0794415416798357,0.6931471805599453,1,1,1,0,57.0,2,1.0,0.0,1.0,1.0,0.0,0.39252379134207555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8037,0,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.48905418530220085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8040,0,0.0,1.0986122886681096,1.0986122886681096,0.0,1,0,0,0,3.58351893845611,35.0,1.0,0.0,1.791759469228055,0.0,1,0,0,52,52.0,3,1.0,0.0,0.0,1.0,0.0,0.3494316919705733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8043,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.48940010409276674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8044,0,0.0,3.2188758248682006,3.295836866004329,0.0,1,0,1,0,2.0794415416798357,35.0,1.0,0.0,1.6094379124341003,0.0,1,0,0,16,51.0,2,1.0,0.0,1.0,1.0,0.0,0.3315256599375745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8052,0,0.0,1.6094379124341003,1.6094379124341003,0.0,1,0,0,0,2.70805020110221,30.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1046791806117902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8054,0,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4925938403931359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8055,0,0.0,1.6094379124341003,1.6094379124341003,0.0,1,0,0,0,1.9459101490553132,28.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,19,22.0,1,1.0,0.0,1.0,1.0,0.0,0.07462584257761677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8057,0,0.0,0.6931471805599453,0.6931471805599453,0.0,1,0,0,0,2.70805020110221,14.0,1.0,0.0,0.6931471805599453,0.0,1,0,0,35,35.0,1,0.0,0.0,0.0,1.0,0.0,0.2162446428490695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8058,0,1.0,3.1354942159291497,3.1780538303479458,0.0,1,0,1,0,2.995732273553991,32.0,1.0,1.0,2.833213344056216,0.6931471805599453,1,1,1,2,56.0,4,1.0,0.0,1.0,1.0,0.0,0.5649742395244131,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
8073,0,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4801024203011992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8075,0,0.0,2.1972245773362196,7.48324441607385,5.14166355650266,1,1,1,1,0.6931471805599453,35.0,1.0,0.0,1.791759469228055,0.0,1,0,0,18,50.0,1,1.0,0.0,1.0,1.0,0.0,0.11943171442707393,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8077,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,0,38,38.0,3,0.0,0.0,0.0,1.0,0.0,0.7839143237152401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8079,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,2.833213344056216,0.0,1,0,1,7,30.0,7,1.0,0.0,1.0,1.0,1.0,0.500932637097629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080,0,0.0,1.791759469228055,1.9459101490553132,0.0,1,0,1,0,2.833213344056216,19.0,1.0,0.0,1.3862943611198906,0.0,1,0,0,21,41.0,1,1.0,0.0,0.0,1.0,0.0,0.1502983790694211,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8082,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4855014123244594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8084,0,0.0,2.302585092994046,4.454347296253507,4.356708826689592,1,0,1,1,1.0986122886681096,30.0,1.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.33260066209564704,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8090,0,1.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4855014123244594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8091,0,0.0,1.0986122886681096,1.0986122886681096,0.0,1,0,0,0,3.5263605246161616,35.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,12,12.0,2,0.0,0.0,0.0,1.0,0.0,0.22694315961232475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8096,0,0.0,0.0,0.6931471805599453,0.0,1,0,0,0,3.332204510175204,27.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.13271562314485266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8102,0,0.0,1.3862943611198906,1.9459101490553132,1.3862943611198906,1,0,1,1,1.0986122886681096,20.0,1.0,0.0,1.0986122886681096,0.0,1,0,0,14,45.0,1,1.0,0.0,0.0,1.0,0.0,0.18095942974165488,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8105,0,0.0,0.0,0.0,0.0,0,0,0,0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.49160882882223256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8109,0,0.0,0.0,1.3862943611198906,0.0,1,0,0,0,1.9459101490553132,28.0,0.0,0.0,0.0,0.0,0,0,0,59,0.0,0,0.0,0.0,0.0,0.0,0.0,0.432762994340099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8112,0,0.0,1.0986122886681096,1.6094379124341003,1.6094379124341003,1,0,1,1,1.3862943611198906,3.0,0.0,0.0,2.0794415416798357,1.6094379124341003,1,1,1,2,8.0,6,1.0,0.0,1.0,1.0,0.0,0.6708837617249356,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
